company,tier,primary_source,valuation_b_latest,valuation_usd,funding_original_usd,funding_audited_usd,funding_audit_flag,industry_raw,industry_group,country,continent,city,founded_year,date_joined_unicorn,unicorn_year,era,years_to_unicorn,years_to_unicorn_flag,outcome,investors,investor_count,accelerator,in_yc,in_techstars,in_500global,valuation_asof,exit_date,exit_reason,exit_valuation_b,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status_asof,batch,batch_year,team_size,funding_stage,date_joined_parsed,is_unicorn_history,_ingested_at,_source_file,select_investor_count,_flag_long_path,_flag_missing_valuation,_flag_invalid_continent,ln_valuation,ln_funding
Elemy,unicorn_current,CB Insights unicorn list (2026-07),1.15,1150000000.0,323000000000.0,323000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,San Francisco,2019.0,10/6/2021,2021.0,2021,2.0,,operating,"General Catalyst, Bling Capital, Felicis Ventures",3.0,,False,False,False,2026-07,,,,323000000000.0,,,,,,,,,2021-10-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.86302777932157,19.59316288118693
LifeMiles,unicorn_current,CB Insights unicorn list (2026-07),1.15,1150000000.0,344000000000.0,344000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Colombia,South America,Bogota,2011.0,7/13/2015,2015.0,Pre-2021,4.0,,operating,Advent International,1.0,,False,False,False,2026-07,,,,344000000000.0,,,,,,,,,2015-07-13,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,False,False,False,20.86302777932157,19.656152215337674
TELD,unicorn_current,CB Insights unicorn list (2026-07),1.12,1120000000.0,396000000000.0,396000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,China,Asia,Qingdao,2014.0,12/16/2019,2019.0,Pre-2021,5.0,,operating,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",3.0,,False,False,False,2026-07,,,,396000000000.0,,,,,,,,,2019-12-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.836594522253414,19.796924769218755
At-Bay,unicorn_current,CB Insights unicorn list (2026-07),1.12,1120000000.0,292000000000.0,292000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Insurance,Fintech,United States,North America,Mountain View,2016.0,7/27/2021,2021.0,2021,5.0,,operating,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures",3.0,,False,False,False,2026-07,,,,292000000000.0,,,,,,,,,2021-07-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.836594522253414,19.492264360232557
Fundbox,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,404000000000.0,404000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,Plano,2013.0,11/30/2021,2021.0,2021,8.0,,operating,"Khosla Ventures, General Catalyst, Blumberg Capital",3.0,,False,False,False,2026-07,,,,404000000000.0,,,,,,,,,2021-11-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.816925435925423
People.ai,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,200000000000.0,200000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2017.0,8/11/2021,2021.0,2021,4.0,,operating,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",3.0,,True,False,False,2026-07,,,,200000000000.0,,,,,,,,,2021-08-11,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.11382792451231
Carousell,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,288000000000.0,288000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Singapore,Asia,,2012.0,9/15/2021,2021.0,2021,9.0,,operating,"500 Global, Rakuten Ventures, Golden Gate Ventures",3.0,,False,False,False,2026-07,,,,288000000000.0,,,,,,,,,2021-09-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.47847103810022
G2,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,258000000000.0,258000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Chicago,2012.0,6/22/2021,2021.0,2021,9.0,,operating,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",3.0,,False,False,False,2026-07,,,,258000000000.0,,,,,,,,,2021-06-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.36847014288589
apna,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,193000000000.0,193000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,India,Asia,Bengaluru,2019.0,9/15/2021,2021.0,2021,2.0,,operating,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",3.0,,False,False,False,2026-07,,,,193000000000.0,,,,,,,,,2021-09-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.07820074686916
Karat,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,169000000000.0,169000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Seattle,2014.0,10/13/2021,2021.0,2021,7.0,,operating,"8VC, Norwest Venture Partners, Tiger Global Management",3.0,,False,False,False,2026-07,,,,169000000000.0,,,,,,,,,2021-10-13,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,18.945409272887346
CAIS,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,406000000000.0,406000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,New York,2009.0,1/11/2022,2022.0,Post-2021,13.0,,operating,"Franklin Templeton, Motive Partners. Apollo Global Management",2.0,,False,False,False,2026-07,,,,406000000000.0,,,,,,,,,2022-01-11,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,20.818576016750736,19.821863717566007
Enpal,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,304000000000.0,304000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,Germany,Europe,Berlin,2017.0,10/18/2021,2021.0,2021,4.0,,operating,"HV Capital, Softbank Group, BlackRock",3.0,,False,False,False,2026-07,,,,304000000000.0,,,,,,,,,2021-10-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.532538259370497
Acko General Insurance,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,458000000000.0,458000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Insurance,Fintech,India,Asia,Bengaluru,2016.0,10/28/2021,2021.0,2021,5.0,,operating,"Intact Ventures, Munich Re Ventures, General Atlantic",3.0,,False,False,False,2026-07,,,,458000000000.0,,,,,,,,,2021-10-28,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.942379742078458
The Bank of London,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,90000000000.0,90000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United Kingdom,Europe,London,2018.0,11/30/2021,2021.0,2021,3.0,,operating,"Mangrove Capital Partners,14W. ForgeLight",2.0,,False,False,False,2026-07,,,,90000000000.0,,,,,,,,,2021-11-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,20.818576016750736,18.31532022829454
Staffbase,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,307000000000.0,307000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Germany,Europe,Chemnitz,2014.0,3/15/2022,2022.0,Post-2021,8.0,,operating,"Insight Partners, e.ventures, General Atlantic",3.0,,False,False,False,2026-07,,,,307000000000.0,,,,,,,,,2022-03-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.54235830555147
Beyond Identity,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,205000000000.0,205000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,New York,2019.0,2/22/2022,2022.0,Post-2021,3.0,,operating,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners",3.0,,False,False,False,2026-07,,,,205000000000.0,,,,,,,,,2022-02-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.138520537102682
eSentire,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,186000000000.0,186000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Canada,North America,Waterloo,2001.0,2/22/2022,2022.0,Post-2021,21.0,,operating,"Edison Partners, Georgian Partners, VentureLink",3.0,,False,False,False,2026-07,,,,186000000000.0,,,,,,,,,2022-02-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.041257231677477
Chief,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,140000000000.0,140000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,New York,2019.0,3/31/2022,2022.0,Post-2021,3.0,,operating,"General Catalyst, Inspired Capital, Flybridge Capital Partners",3.0,,False,False,False,2026-07,,,,140000000000.0,,,,,,,,,2022-03-31,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,18.75715298057358
Sisense,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,274000000000.0,274000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,New York,2004.0,1/9/2020,2020.0,Pre-2021,16.0,,operating,"Opus Capital, Genesis Partners, Battery Ventures",3.0,,False,False,False,2026-07,,,,274000000000.0,,,,,,,,,2020-01-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.428638664352345
TalkingData,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,310000000000.0,310000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,China,Asia,Beijing,2013.0,1/6/2021,2021.0,2021,8.0,,operating,"N5 Capital, CR Capital Mgmt, JD Digits",3.0,,False,False,False,2026-07,,,,310000000000.0,,,,,,,,,2021-01-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.552082855443466
TangoMe,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,361000000000.0,361000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United States,North America,Mountain View,2009.0,3/20/2014,2014.0,Pre-2021,5.0,,operating,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",3.0,,False,False,False,2026-07,,,,361000000000.0,,,,,,,,,2014-03-20,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.704388516297154
AppDirect,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,431000000000.0,431000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2009.0,10/7/2015,2015.0,Pre-2021,6.0,,operating,"Mithril, iNovia Capital, Foundry Group",3.0,,False,False,False,2026-07,,,,431000000000.0,,,,,,,,,2015-10-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.88161864806802
Juanpi,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,136000000000.0,136000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,China,Asia,Wuhan,2012.0,4/14/2016,2016.0,Pre-2021,4.0,,operating,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",3.0,,False,False,False,2026-07,,,,136000000000.0,,,,,,,,,2016-04-14,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,18.728165443700327
OVH,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,1000000000.0,1000000000.0,ok_or_missing,Enterprise Tech,Enterprise Software,France,Europe,Roubaix,1999.0,8/15/2016,2016.0,Pre-2021,17.0,,operating,"KKR, TowerBrook Capital Partners",2.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2016-08-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,20.818576016750736,20.72326583694641
Ivalua,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,134000000000.0,134000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Redwood City,2000.0,5/21/2019,2019.0,Pre-2021,19.0,,operating,"Ardian, Tiger Global Management, KKR",3.0,,False,False,False,2026-07,,,,134000000000.0,,,,,,,,,2019-05-21,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,18.713350357915186
Pharmapacks,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,433000000000.0,433000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,Islandia,2010.0,11/12/2020,2020.0,Pre-2021,10.0,,operating,The Carlyle Group,1.0,,False,False,False,2026-07,,,,433000000000.0,,,,,,,,,2020-11-12,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,False,False,False,20.818576016750736,19.886248285966765
Sennder,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,340000000000.0,340000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,Germany,Europe,Berlin,2015.0,1/14/2021,2021.0,2021,6.0,,operating,"Accelm Scania Growth Capital, Lakestar",2.0,,False,False,False,2026-07,,,,340000000000.0,,,,,,,,,2021-01-14,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,20.818576016750736,19.644456175574483
Sunbit,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,210000000000.0,210000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,Los Angeles,2016.0,5/20/2021,2021.0,2021,5.0,,operating,"Zeev Ventures, Group11, Chicago Ventures",3.0,,False,False,False,2026-07,,,,210000000000.0,,,,,,,,,2021-05-20,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.162618088681743
Qingting FM,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,164000000000.0,164000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,China,Asia,Shanghai,2011.0,6/2/2021,2021.0,2021,10.0,,operating,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group",3.0,,False,False,False,2026-07,,,,164000000000.0,,,,,,,,,2021-06-02,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,18.915376985788473
Zego,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,202000000000.0,202000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Insurance,Fintech,United Kingdom,Europe,London,2016.0,3/9/2021,2021.0,2021,5.0,,operating,"LocalGlobe, Balderton Capital, Target Global",3.0,,False,True,False,2026-07,,,,202000000000.0,,,,,,,,,2021-03-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.12377825536548
Gaussian Robotics,unicorn_current,CB Insights unicorn list (2026-07),1.1,1100000000.0,325000000000.0,325000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,China,Asia,Shanghai,2013.0,11/10/2021,2021.0,2021,8.0,,operating,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping",3.0,,False,False,False,2026-07,,,,325000000000.0,,,,,,,,,2021-11-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.818576016750736,19.599335740294013
56PINGTAI,unicorn_current,CB Insights unicorn list (2026-07),1.08,1080000000.0,188000000000.0,188000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,China,Asia,Shanghai,2013.0,1/25/2021,2021.0,2021,8.0,,operating,"QF Capital, QC Capital, Unicom Innovation Venture Capital",3.0,,False,False,False,2026-07,,,,188000000000.0,,,,,,,,,2021-01-25,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.80022687808254,19.051952520794224
Nxin,unicorn_current,CB Insights unicorn list (2026-07),1.08,1080000000.0,53000000000.0,53000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,China,Asia,Beijing,2015.0,9/18/2018,2018.0,Pre-2021,3.0,,operating,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",2.0,,False,False,False,2026-07,,,,53000000000.0,,,,,,,,,2018-09-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,20.80022687808254,17.785802471516394
Radius Payment Solutions,unicorn_current,CB Insights unicorn list (2026-07),1.07,1070000000.0,200000000000.0,200000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United Kingdom,Europe,Crewe,1990.0,11/27/2017,2017.0,Pre-2021,27.0,,operating,Inflexion Private Equity,1.0,,False,False,False,2026-07,,,,200000000000.0,,,,,,,,,2017-11-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,True,False,False,20.790924485420227,19.11382792451231
MobileCoin,unicorn_current,CB Insights unicorn list (2026-07),1.06,1060000000.0,107000000000.0,107000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2018.0,7/7/2021,2021.0,2021,3.0,,operating,"General Catalyst, Future Ventures, AU21",3.0,,False,False,False,2026-07,,,,107000000000.0,,,,,,,,,2021-07-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.78153474507039,18.48833939242618
Sendbird,unicorn_current,CB Insights unicorn list (2026-07),1.05,1050000000.0,221000000000.0,221000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Mateo,2013.0,4/6/2021,2021.0,2021,8.0,,operating,"FundersClub, Y Combinator, Tiger Global Management",3.0,,True,True,False,2026-07,,,,221000000000.0,,,,,,,,,2021-04-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.772056001115843,19.213673259482025
Density,unicorn_current,CB Insights unicorn list (2026-07),1.05,1050000000.0,217000000000.0,217000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2014.0,11/10/2021,2021.0,2021,7.0,,operating,"Founders Fund, Upfront Ventures, 01 Advisors",3.0,,False,False,False,2026-07,,,,217000000000.0,,,,,,,,,2021-11-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.772056001115843,19.195407911504734
Mixpanel,unicorn_current,CB Insights unicorn list (2026-07),1.05,1050000000.0,277000000000.0,277000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2009.0,11/15/2021,2021.0,2021,12.0,,operating,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",3.0,,True,False,False,2026-07,,,,277000000000.0,,,,,,,,,2021-11-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.772056001115843,19.439528064151613
Jiuxian,unicorn_current,CB Insights unicorn list (2026-07),1.05,1050000000.0,250000000000.0,250000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,China,Asia,Beijing,2009.0,7/30/2015,2015.0,Pre-2021,6.0,,operating,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",3.0,,False,False,False,2026-07,,,,250000000000.0,,,,,,,,,2015-07-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.772056001115843,19.33697147582652
Matrixport,unicorn_current,CB Insights unicorn list (2026-07),1.05,1050000000.0,100000000000.0,100000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,Singapore,Asia,,2019.0,6/1/2021,2021.0,2021,2.0,,operating,"Dragonfly Captial, Qiming Venture Partners, DST Global",3.0,,False,False,False,2026-07,,,,100000000000.0,,,,,,,,,2021-06-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.772056001115843,18.420680743952367
OrCam Technologies,unicorn_current,CB Insights unicorn list (2026-07),1.03,1030000000.0,86000000000.0,86000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,Israel,Asia,Jerusalem,2010.0,2/20/2018,2018.0,Pre-2021,8.0,,operating,"Intel Capital, Aviv Venture Capital",2.0,,False,False,False,2026-07,,,,86000000000.0,,,,,,,,,2018-02-20,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,20.752824639187956,18.269857854217783
Mythical Games,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,260000000000.0,260000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United States,North America,Los Angeles,2018.0,11/4/2021,2021.0,2021,3.0,,operating,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",3.0,,False,False,False,2026-07,,,,260000000000.0,,,,,,,,,2021-11-04,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.72326583694641,19.3761921889798
Wacai,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,369000000000.0,369000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,China,Asia,Hangzhou,2009.0,7/18/2018,2018.0,Pre-2021,9.0,,operating,"Qiming Venture Partners, China Broadband Capital, CDH Investments",3.0,,False,False,False,2026-07,,,,369000000000.0,,,,,,,,,2018-07-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.72326583694641,19.7263072020048
FlashEx,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,359000000000.0,359000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,China,Asia,Beijing,2014.0,8/27/2018,2018.0,Pre-2021,4.0,,operating,"Prometheus Capital, Matrix Partners China, JD Capital Management",3.0,,False,False,False,2026-07,,,,359000000000.0,,,,,,,,,2018-08-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.72326583694641,19.69883294645255
Licious,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,489000000000.0,489000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,India,Asia,Bengaluru,2015.0,10/5/2021,2021.0,2021,6.0,,operating,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",3.0,,False,False,False,2026-07,,,,489000000000.0,,,,,,,,,2021-10-05,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.72326583694641,20.007873047439148
Keenon Robotics,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,229000000000.0,229000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,China,Asia,Shanghai,2010.0,9/15/2021,2021.0,2021,11.0,,operating,"Yunqi Partners, SoftBank Group, iVision Ventures",3.0,,False,False,False,2026-07,,,,229000000000.0,,,,,,,,,2021-09-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.72326583694641,19.249232561518514
HAYDON,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,100000000000.0,100000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,China,Asia,Shanghai,2020.0,9/24/2021,2021.0,2021,1.0,,operating,"Tencent Holdings, Hillhouse Capital Management",2.0,,False,False,False,2026-07,,,,100000000000.0,,,,,,,,,2021-09-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,20.72326583694641,18.420680743952367
Ninja Van,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,975000000000.0,975000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Singapore,Asia,,2014.0,9/27/2021,2021.0,2021,7.0,,operating,"B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution",3.0,,False,False,False,2026-07,,,,975000000000.0,,,,,,,,,2021-09-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.72326583694641,20.69794802896212
Vedantu,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,292000000000.0,292000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,India,Asia,Bengaluru,2014.0,9/29/2021,2021.0,2021,7.0,,operating,"Accel, Tiger Global Management, Omidyar Network",3.0,,False,False,False,2026-07,,,,292000000000.0,,,,,,,,,2021-09-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,20.72326583694641,19.492264360232557
