company,tier,primary_source,valuation_b_latest,valuation_usd,funding_original_usd,funding_audited_usd,funding_audit_flag,industry_raw,industry_group,country,continent,city,founded_year,date_joined_unicorn,unicorn_year,era,years_to_unicorn,years_to_unicorn_flag,outcome,investors,investor_count,accelerator,in_yc,in_techstars,in_500global,valuation_asof,exit_date,exit_reason,exit_valuation_b,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status_asof,batch,batch_year,team_size,funding_stage,date_joined_parsed,is_unicorn_history,_ingested_at,_source_file,select_investor_count,is_unicorn
Oura,unicorn_current,CB Insights unicorn list (2026-07),11.0,11000000000.0,148000000000.0,148000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,Finland,Europe,Oulu,2013.0,4/5/2022,2022.0,Post-2021,9.0,,operating,"Forerunner Ventures, Lifeline Ventures, MSD Capital",3.0,,False,False,False,2026-07,,,,148000000000.0,,,,,,,,,2022-04-05,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Notion,unicorn_current,CB Insights unicorn list (2026-07),11.0,11000000000.0,343000000000.0,343000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2016.0,4/1/2020,2020.0,Pre-2021,4.0,,operating,"Index Ventures, Draft Ventures, Felicis Ventures",3.0,,False,True,False,2026-07,,,,343000000000.0,,,,,,,,,2020-04-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Bending Spoons,unicorn_current,CB Insights unicorn list (2026-07),11.71,11710000000.0,,,missing_funding,Consumer & Retail,AI & Data,Italy,Europe,Milan,,2/15/2024,2024.0,Post-2021,,,operating,"Durable Capital Partners, Adjacent, Creator Partners",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2024-02-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Global Switch,unicorn_current,CB Insights unicorn list (2026-07),11.1,11100000000.0,5000000000.0,5000000000.0,ok_or_missing,Enterprise Tech,Enterprise Software,United Kingdom,Europe,London,1998.0,12/22/2016,2016.0,Pre-2021,18.0,,operating,"Aviation Industry Corporation of China, Essence Financial, Jiangsu Sha Steel Group",3.0,,False,False,False,2026-07,,,,5000000000.0,,,,,,,,,2016-12-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Checkout.com,unicorn_current,CB Insights unicorn list (2026-07),11.0,11000000000.0,2000000000.0,2000000000.0,ok_or_missing,Financial Services,Fintech,United Kingdom,Europe,London,2012.0,5/2/2019,2019.0,Pre-2021,7.0,,operating,"Tiger Global Management, Insight Partners, DST Global",3.0,,False,False,False,2026-07,,,,2000000000.0,,,,,,,,,2019-05-02,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Airwallex,unicorn_current,CB Insights unicorn list (2026-07),11.0,11000000000.0,802000000000.0,802000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,Singapore,Asia,,2015.0,3/25/2019,2019.0,Pre-2021,4.0,,operating,"DST Global, Sequoia Capital China, Tencent Holdings",3.0,,False,False,False,2026-07,,,,802000000000.0,,,,,,,,,2019-03-25,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Bolt,unicorn_current,CB Insights unicorn list (2026-07),11.0,11000000000.0,1000000000.0,1000000000.0,ok_or_missing,Financial Services,Fintech,United States,North America,San Francisco,2013.0,10/8/2021,2021.0,2021,8.0,,operating,"Activant Capital, Tribe Capital, General Atlantic",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2021-10-08,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Supabase,unicorn_current,CB Insights unicorn list (2026-07),10.5,10500000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,4/22/2025,2025.0,Post-2021,,,operating,"Accel, Coatue, Craft Ventures",3.0,,True,False,False,2026-07,,,,,,,,,,,,,2025-04-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Alchemy,unicorn_current,CB Insights unicorn list (2026-07),10.2,10200000000.0,564000000000.0,564000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2017.0,10/28/2021,2021.0,2021,4.0,,operating,"DFJ Growth Fund, Coatue Management, Addition",3.0,,True,False,False,2026-07,,,,564000000000.0,,,,,,,,,2021-10-28,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Quince,unicorn_current,CB Insights unicorn list (2026-07),10.1,10100000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,7/29/2025,2025.0,Post-2021,,,operating,"8VC, Notable Capital",2.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-07-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Bilt Rewards,unicorn_current,CB Insights unicorn list (2026-07),10.75,10750000000.0,,,missing_funding,Financial Services,Fintech,United States,North America,New York,,10/25/2022,2022.0,Post-2021,,,operating,"Camber Creek, Kairos HQ, Fifth Wall Ventures",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2022-10-25,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Colossal,unicorn_current,CB Insights unicorn list (2026-07),10.2,10200000000.0,,,missing_funding,Healthcare & Life Sciences,Health & Bio,United States,North America,Austin,,1/31/2023,2023.0,Post-2021,,,operating,"Animal Capital, Breyer Capital, In-Q-Tel",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2023-01-31,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Huolala,unicorn_current,CB Insights unicorn list (2026-07),10.0,10000000000.0,,,missing_funding,Industrials,Hardware & Industrials,China,Asia,Guangzhou,,2/21/2019,2019.0,Pre-2021,,,operating,"MindWorks Ventures, Shunwei Capital Partners, Xiang He Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2019-02-21,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Thinking Machines Lab,unicorn_current,CB Insights unicorn list (2026-07),10.0,10000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,6/20/2025,2025.0,Post-2021,,,operating,"Andreessen Horowitz, Accel",2.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-06-20,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Crusoe,unicorn_current,CB Insights unicorn list (2026-07),10.0,10000000000.0,,,missing_funding,Industrials,Hardware & Industrials,United States,North America,Denver,,4/21/2022,2022.0,Post-2021,,,operating,"Bain Capital Ventures, Founders Fund, Winklevoss Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2022-04-21,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Gusto,unicorn_current,CB Insights unicorn list (2026-07),10.0,10000000000.0,691000000000.0,691000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2011.0,12/18/2015,2015.0,Pre-2021,4.0,,operating,"General Catalyst Partners, Google Ventures, Kleiner Perkins Caufield & Byers",3.0,,True,False,False,2026-07,,,,691000000000.0,,,,,,,,,2015-12-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Chehaoduo,unicorn_current,CB Insights unicorn list (2026-07),10.0,10000000000.0,4000000000.0,4000000000.0,ok_or_missing,Consumer & Retail,AI & Data,China,Asia,Beijing,2015.0,3/12/2016,2016.0,Pre-2021,1.0,,operating,"Sequoia Capital China, GX Capital",2.0,,False,False,False,2026-07,,,,4000000000.0,,,,,,,,,2016-03-12,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Talkdesk,unicorn_current,CB Insights unicorn list (2026-07),10.0,10000000000.0,497000000000.0,497000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2011.0,10/3/2018,2018.0,Pre-2021,7.0,,operating,"DJF, Salesforce Ventures, Storm Ventures",3.0,,False,False,True,2026-07,,,,497000000000.0,,,,,,,,,2018-10-03,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Mercor,unicorn_current,CB Insights unicorn list (2026-07),10.0,10000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,1/27/2025,2025.0,Post-2021,,,operating,"Felicis, Benchmark",2.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-01-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Digital Currency Group,unicorn_current,CB Insights unicorn list (2026-07),10.0,10000000000.0,1000000000.0,1000000000.0,ok_or_missing,Financial Services,Fintech,United States,North America,New York,2015.0,11/1/2021,2021.0,2021,6.0,,operating,"Ribbit Capital, capitalG, Softbank Group",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2021-11-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
KuCoin,unicorn_current,CB Insights unicorn list (2026-07),10.0,10000000000.0,,,missing_funding,Financial Services,Fintech,Seychelles,Africa,Victoria,,5/10/2022,2022.0,Post-2021,,,operating,"IDG Capital, Matrix Partners China, Jump Crypto",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2022-05-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Neuralink,unicorn_current,CB Insights unicorn list (2026-07),9.65,9650000000.0,,,missing_funding,Healthcare & Life Sciences,Health & Bio,United States,North America,Fremont,,7/30/2021,2021.0,2021,,,operating,"Craft Ventures, Founders Fund, VY Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2021-07-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
HEYTEA,unicorn_current,CB Insights unicorn list (2026-07),9.28,9280000000.0,594000000000.0,594000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,China,Asia,Shenzhen,2012.0,7/1/2019,2019.0,Pre-2021,7.0,,operating,"Sequoia Capital China, Tencent Investment, BA Capital",3.0,,False,False,False,2026-07,,,,594000000000.0,,,,,,,,,2019-07-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Saronic Technologies,unicorn_current,CB Insights unicorn list (2026-07),9.25,9250000000.0,,,missing_funding,Industrials,Hardware & Industrials,United States,North America,Austin,,07/19/2024,2024.0,Post-2021,,,operating,"8VC, Caffeinated Capital, Andreessen Horowitz",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2024-07-19,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
N26,unicorn_current,CB Insights unicorn list (2026-07),9.23,9230000000.0,2000000000.0,2000000000.0,ok_or_missing,Financial Services,Fintech,Germany,Europe,Berlin,2013.0,1/10/2019,2019.0,Pre-2021,6.0,,operating,"Redalpine Venture Partners, Earlybird Venture Capital, Valar Ventures",3.0,,False,False,False,2026-07,,,,2000000000.0,,,,,,,,,2019-01-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Navan,unicorn_current,CB Insights unicorn list (2026-07),9.2,9200000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,Palo Alto,,11/8/2018,2018.0,Pre-2021,,,operating,"Andreessen Horowitz, Lightspeed Venture Partners, Zeev Ventures",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2018-11-08,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Polymarket,unicorn_current,CB Insights unicorn list (2026-07),9.0,9000000000.0,,,missing_funding,Financial Services,Fintech,United States,North America,New York,,10/07/2025,2025.0,Post-2021,,,operating,"1789 Capital, Founders Fund",2.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-10-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Tanium,unicorn_current,CB Insights unicorn list (2026-07),9.0,9000000000.0,775000000000.0,775000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Kirkland,2007.0,3/31/2015,2015.0,Pre-2021,8.0,,operating,"Andreessen Horowitz, Nor-Cal Invest, TPG Growth",3.0,,False,False,False,2026-07,,,,775000000000.0,,,,,,,,,2015-03-31,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Vinted,unicorn_current,CB Insights unicorn list (2026-07),9.39,9390000000.0,562000000000.0,562000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Lithuania,Europe,Vilnius,2008.0,11/27/2019,2019.0,Pre-2021,11.0,,operating,"Accel, Insight Partners, Burda Principal Investments",3.0,,False,False,False,2026-07,,,,562000000000.0,,,,,,,,,2019-11-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Niantic,unicorn_current,CB Insights unicorn list (2026-07),9.0,9000000000.0,770000000000.0,770000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United States,North America,San Francisco,2015.0,11/24/2017,2017.0,Pre-2021,2.0,,operating,"Nintendo, Google, Pokemon Company International, Spark Capital",4.0,,False,False,False,2026-07,,,,770000000000.0,,,,,,,,,2017-11-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,4,1
OYO Rooms,unicorn_current,CB Insights unicorn list (2026-07),9.0,9000000000.0,3000000000.0,3000000000.0,ok_or_missing,Consumer & Retail,AI & Data,India,Asia,Gurugram,2012.0,9/25/2018,2018.0,Pre-2021,6.0,,operating,"SoftBank Group, Sequoia Capital India, Lightspeed India Partners",3.0,,False,False,False,2026-07,,,,3000000000.0,,,,,,,,,2018-09-25,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Rapyd,unicorn_current,CB Insights unicorn list (2026-07),8.75,8750000000.0,770000000000.0,770000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United Kingdom,Europe,London,2016.0,12/3/2019,2019.0,Pre-2021,3.0,,operating,"Target Global, General Catalyst, Durable Capital Partners",3.0,,False,False,False,2026-07,,,,770000000000.0,,,,,,,,,2019-12-03,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Wayve,unicorn_current,CB Insights unicorn list (2026-07),9.0,9000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United Kingdom,Europe,London,,5/6/2024,2024.0,Post-2021,,,operating,,0.0,,False,False,False,2026-07,,,,,,,,,,,,,2024-05-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,1
Chainalysis,unicorn_current,CB Insights unicorn list (2026-07),8.6,8600000000.0,367000000000.0,367000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,New York,2014.0,11/23/2020,2020.0,Pre-2021,6.0,,operating,"Addition, Benhcmark, Accel",3.0,,False,True,False,2026-07,,,,367000000000.0,,,,,,,,,2020-11-23,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
DriveNets,unicorn_current,CB Insights unicorn list (2026-07),8.5,8500000000.0,325000000000.0,325000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Israel,Asia,Ra'anana,2015.0,1/27/2021,2021.0,2021,6.0,,operating,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",3.0,,False,False,False,2026-07,,,,325000000000.0,,,,,,,,,2021-01-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Gopuff,unicorn_current,CB Insights unicorn list (2026-07),8.5,8500000000.0,3000000000.0,3000000000.0,ok_or_missing,Consumer & Retail,AI & Data,United States,North America,Philadelphia,2013.0,10/8/2020,2020.0,Pre-2021,7.0,,operating,"Accel, SoftBank Group, Anthos Capital",3.0,,False,False,False,2026-07,,,,3000000000.0,,,,,,,,,2020-10-08,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Personio,unicorn_current,CB Insights unicorn list (2026-07),8.5,8500000000.0,524000000000.0,524000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Germany,Europe,Munich,2015.0,1/19/2021,2021.0,2021,6.0,,operating,"Global Founders Capital, Nortzone Ventures, Picus Capital",3.0,,False,False,False,2026-07,,,,524000000000.0,,,,,,,,,2021-01-19,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
SumUp,unicorn_current,CB Insights unicorn list (2026-07),8.5,8500000000.0,1000000000.0,1000000000.0,ok_or_missing,Financial Services,Fintech,United States,North America,Wilmington,2011.0,7/16/2019,2019.0,Pre-2021,8.0,,operating,"American Express Ventures, Goldman Sachs, Bain Capital Credit",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2019-07-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Tipalti,unicorn_current,CB Insights unicorn list (2026-07),8.3,8300000000.000001,549000000000.0,549000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Mateo,2010.0,10/6/2020,2020.0,Pre-2021,10.0,,operating,"01 Advisors, Zeev Ventures, Group 11",3.0,,False,False,False,2026-07,,,,549000000000.0,,,,,,,,,2020-10-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Odoo,unicorn_current,CB Insights unicorn list (2026-07),8.13,8130000000.000001,229000000000.0,229000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Belgium,Europe,Louvain-la-Neuve,2005.0,7/29/2021,2021.0,2021,16.0,,operating,"Summit Partners, Noshaq, Sofinnova Partners",3.0,,False,False,False,2026-07,,,,229000000000.0,,,,,,,,,2021-07-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Dream11,unicorn_current,CB Insights unicorn list (2026-07),8.0,8000000000.0,2000000000.0,2000000000.0,ok_or_missing,Media & Entertainment,AI & Data,India,Asia,Mumbai,2007.0,4/9/2019,2019.0,Pre-2021,12.0,,operating,"Kaalari Capital, Tencent Holdings, Steadview Capital",3.0,,False,False,False,2026-07,,,,2000000000.0,,,,,,,,,2019-04-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Plaid,unicorn_current,CB Insights unicorn list (2026-07),8.0,8000000000.0,734000000000.0,734000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2012.0,12/11/2018,2018.0,Pre-2021,6.0,,operating,"New Enterprise Associates, Spar Capital, Index Ventures",3.0,,False,False,False,2026-07,,,,734000000000.0,,,,,,,,,2018-12-11,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Reflection AI,unicorn_current,CB Insights unicorn list (2026-07),8.0,8000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,Brooklyn,,10/09/2025,2025.0,Post-2021,,,operating,"1789 Capital, Charles River Ventures, Sequoia Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-10-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
